x,y
0.008896414647991395,5.7583010838075006e-05
0.03144168416459614,-0.11492413951668112
0.4314416901250606,-0.06492413877162306
0.9314416975756412,0.035075862718493056
1.3314417035361057,0.2350758656987253
1.7314417094965702,0.3350758671888414
2.1814417162020927,0.3850758679338995
2.6814417236526733,0.3350758671888414
3.181441731103254,0.3850758679338995
3.7314417392988926,0.6350758716591898
4.381441748984647,0.43507586867895753
4.58144175196488,0.3850758679338995
5.231441761650634,0.28507586644378335
5.431441764630867,0.28507586644378335
5.831441770591331,0.035075862718493056
6.331441778041912,-0.16492414026173918
6.88144178623755,-0.014924138026565004
7.0314417884727245,0.035075862718493056
7.381441793688131,0.08507586346355112
7.8814418011387115,0.08507586346355112
8.18144180560906,-0.014924138026565004
8.731441813804699,0.13507586420860918
9.281441822000337,0.035075862718493056
9.781441829450918,0.08507586346355112
10.281441836901498,-0.11492413951668112
10.881441845842195,-0.3649241432419714
10.881441845842195,-0.3649241432419714
10.881441845842195,-0.6149241469672617
11.131441849567485,-1.1149241544178423
11.231441851057602,-1.3649241581431326
11.231441851057602,-1.9149241663387713
11.431441854037834,-2.2149241708091196
11.581441856273008,-2.614924176769584
11.78144185925324,-3.0649241834751066
12.131441864468647,-3.464924189435571
12.131441864468647,-3.464924189435571
11.931441861488414,-3.6649241924158034
11.481441854782892,-4.064924198376268
11.28144185180266,-4.314924202101558
11.03144184807737,-4.464924204336732
10.881441845842195,-4.564924205826848
10.731441843607021,-4.6649242073169646
10.431441839136673,-4.964924211787313
10.181441835411382,-5.364924217747777
10.181441835411382,-5.364924217747777
9.581441826470686,-5.4649242192378935
9.331441822745395,-5.4149242184928355
8.881441816039873,-5.4149242184928355
8.531441810824466,-5.264924216257661
8.031441803373886,-5.164924214767545
7.181441790707899,-4.764924208807081
6.581441781767202,-4.864924210297197
6.1814417758067375,-4.714924208062023
5.681441768356157,-4.51492420508179
5.531441766120983,-4.414924203591674
5.131441760160518,-4.164924199866384
4.83144175569017,-3.9149241961410937
4.431441749729705,-3.7649241939059195
4.081441744514299,-3.9149241961410937
4.081441744514299,-3.9149241961410937
3.931441742279125,-3.8649241953960356
3.4814417355736023,-4.114924199121326
3.331441733338428,-4.314924202101558
3.131441730358196,-4.564924205826848
2.9814417281230217,-4.814924209552139
2.7314417243977314,-5.164924214767545
2.381441719182325,-5.4649242192378935
1.9814417132218605,-5.914924225943416
1.9814417132218605,-5.914924225943416
2.381441719182325,-6.464924234139055
