x,y
0.00889638080538413,5.75807164273634e-05
0.08144167921504586,-0.014924137991904729
0.5314416859205684,-0.11492413948202085
1.031441693371149,-0.11492413948202085
1.3814416985865554,-0.1649241402270789
1.831441705292078,-0.06492413873696279
2.2814417119976005,0.3350758672235017
2.781441719448181,0.63507587169385
2.9814417224284133,0.6850758724389081
3.431441729133936,0.6850758724389081
3.8314417350944003,0.5350758702037339
4.281441741799923,0.38507586796855975
4.8314417499955615,0.38507586796855975
5.331441757446142,0.3350758672235017
6.031441767876955,0.28507586647844363
6.231441770857187,0.3350758672235017
6.531441775327536,0.3350758672235017
6.981441782033058,0.23507586573338557
7.231441785758348,0.28507586647844363
7.431441788738581,0.28507586647844363
7.681441792463871,0.13507586424326945
7.931441796189161,0.08507586349821139
8.181441799914452,0.03507586275315333
8.381441802894685,-0.014924137991904729
8.831441809600207,-0.21492414097213697
9.231441815560672,-0.3149241424622531
9.53144182003102,-0.36492414320731115
9.681441822266194,-0.36492414320731115
10.081441828226659,-0.36492414320731115
10.58144183567724,-0.36492414320731115
10.58144183567724,-0.36492414320731115
10.83144183940253,-0.5149241454424853
11.33144184685311,-0.7649241491677756
11.431441848343226,-1.114924154383182
11.531441849833342,-1.5649241610887046
11.781441853558633,-1.914924166304111
11.881441855048749,-2.3649241730096335
11.931441855793807,-2.764924178970098
11.931441855793807,-3.1649241849305625
12.13144185877404,-3.3649241879107947
12.13144185877404,-3.3649241879107947
12.081441858028981,-3.8149241946163173
11.881441855048749,-4.064924198341608
11.5814418505784,-4.214924200576782
11.381441847598168,-4.464924204302072
11.031441842382762,-4.714924208027362
10.731441837912413,-5.014924212497711
10.331441831951949,-5.214924215477943
10.331441831951949,-5.214924215477943
9.981441826736543,-5.114924213987827
9.431441818540904,-4.914924211007595
8.981441811835381,-5.064924213242769
8.431441803639743,-5.064924213242769
8.031441797679278,-4.914924211007595
7.681441792463871,-4.914924211007595
7.431441788738581,-4.8649242102625365
7.081441783523174,-4.8149242095174785
6.631441776817652,-4.714924208027362
6.281441771602245,-4.364924202811956
5.981441767131897,-4.214924200576782
